"candidate_name","candidate_party","candidate_votes","total_registered_votes","total_polled_votes","total_valid_votes","total_rejected_votes","PA_ID","year","failed","sum_valid_votes"
"Chaudhry Mazhar Ali Gill","Independent",126,"249377","138674","134858","3816","PP-105",2018,0,134858
"Gull Ahmad","Independent",109,"249377","138674","134858","3816","PP-105",2018,0,134858
"Kashif Raheem Khan","Pakistan Muslim League (N)",42414,"249377","138674","134858","3816","PP-105",2018,0,134858
"Muhammad Akram","Independent",66,"249377","138674","134858","3816","PP-105",2018,0,134858
"Muhammad Bilal Farooq Khan","Independent",391,"249377","138674","134858","3816","PP-105",2018,0,134858
"Muhammad Faheem Akhtar","Independent",1068,"249377","138674","134858","3816","PP-105",2018,0,134858
"Muhammad Hussain Ahmed","Independent",1090,"249377","138674","134858","3816","PP-105",2018,0,134858
"Muhammad Tofique","Independent",241,"249377","138674","134858","3816","PP-105",2018,0,134858
"Mumtaz Ahmed","Pakistan Tehreek-e-Insaf",50019,"249377","138674","134858","3816","PP-105",2018,0,134858
"Munir Ahmed","Allah-o-Akbar Tehreek",1864,"249377","138674","134858","3816","PP-105",2018,0,134858
"Muzammal Hussain","Tehreek-e-Labbaik Islam",3030,"249377","138674","134858","3816","PP-105",2018,0,134858
"Qamar Mahmood","Independent",79,"249377","138674","134858","3816","PP-105",2018,0,134858
"Rana Muhammad Farooq Saeed Khan","Pakistan Peoples Party Parliamentarians",6203,"249377","138674","134858","3816","PP-105",2018,0,134858
"Shahzad Yaseen","Independent",53,"249377","138674","134858","3816","PP-105",2018,0,134858
"Zafar Iqbal","Independent",80,"249377","138674","134858","3816","PP-105",2018,0,134858
"Ch  Muhammad Mudassar Iqbal","Independent",17,"230429","130423","126145","4278","PP-106",2018,0,126600
"Jahanzeb Muhsin","Independent",22,"230429","130423","126145","4278","PP-106",2018,0,126600
"Khalid Pervaz","Pakistan Muslim League (N)",28012,"230429","130423","126145","4278","PP-106",2018,0,126600
"Mian Muazam Farooq","Independent",473,"230429","130423","126145","4278","PP-106",2018,0,126600
"Mubashar Shahzad","Independent",543,"230429","130423","126145","4278","PP-106",2018,0,126600
"Muhammad Amer","Independent",45,"230429","130423","126145","4278","PP-106",2018,0,126600
"Muhammad Farooq","Pakistan Sunni Tehreek",131,"230429","130423","126145","4278","PP-106",2018,0,126600
"Muhammad Ilyas","Move on Pakistan",495,"230429","130423","126145","4278","PP-106",2018,0,126600
"Muhammad Ilyas","Tehreek-e-Labbaik Pakistan",3986,"230429","130423","126145","4278","PP-106",2018,0,126600
"Muhammad Imran Waince","Independent",18,"230429","130423","126145","4278","PP-106",2018,0,126600
"Muhammad Tariq","Independent",224,"230429","130423","126145","4278","PP-106",2018,0,126600
"Naeem Ullah gill","Independent",71,"230429","130423","126145","4278","PP-106",2018,0,126600
"Raza Nasrullah","Independent",550,"230429","130423","126145","4278","PP-106",2018,0,126600
"Sajjad Hussain Tayyab","Independent",542,"230429","130423","126145","4278","PP-106",2018,0,126600
"Salah u Din Chaichi","Independent",40,"230429","130423","126145","4278","PP-106",2018,0,126600
"Sardar Dilnawaz Ahmad Cheema","Pakistan Tehreek-e-Insaf",40309,"230429","130423","126145","4278","PP-106",2018,0,126600
"Sardar Sarfraz Ahmad Cheema","Independent",324,"230429","130423","126145","4278","PP-106",2018,0,126600
"Shehnaz Akhtar","Independent",129,"230429","130423","126145","4278","PP-106",2018,0,126600
"Umar Farooq","Independent",49727,"230429","130423","126145","4278","PP-106",2018,0,126600
"Umar Rafique","Independent",942,"230429","130423","126145","4278","PP-106",2018,0,126600
"ABDUL HAFEEZ","Independent",53,"167682","91768","89167","2601","PP-107",2018,0,89097
"ADIL RAFI CHEEMA","Independent",263,"167682","91768","89167","2601","PP-107",2018,0,89097
"Ahsan Raza","Independent",13,"167682","91768","89167","2601","PP-107",2018,0,89097
"AMJAD ALI","Pakistan Quami Yakjehti Party",157,"167682","91768","89167","2601","PP-107",2018,0,89097
"CH  ZAHID MAHMOOD GORAYA","Independent",60,"167682","91768","89167","2601","PP-107",2018,0,89097
"Habib Ahmad","Independent",94,"167682","91768","89167","2601","PP-107",2018,0,89097
"JAVED NIAZ MANJ","Independent",20,"167682","91768","89167","2601","PP-107",2018,0,89097
"KHALID RAFI","Pakistan Tehreek-e-Insaf",33474,"167682","91768","89167","2601","PP-107",2018,0,89097
"MANZOOR QADIR","Awami Justice Party Pakistan",83,"167682","91768","89167","2601","PP-107",2018,0,89097
"Mian Muazam Farooq","Independent",87,"167682","91768","89167","2601","PP-107",2018,0,89097
"Mian Muhammad Farooq","Independent",43,"167682","91768","89167","2601","PP-107",2018,0,89097
"Muhammad Imran Waince","Independent",21,"167682","91768","89167","2601","PP-107",2018,0,89097
"Muhammad Qasim Farooq","Independent",44,"167682","91768","89167","2601","PP-107",2018,0,89097
"Nadeem Hayat Khan","Pakistan Peoples Party Parliamentarians",3810,"167682","91768","89167","2601","PP-107",2018,0,89097
"RANA MUHAMMAD AKRAM","Tehreek-e-Labbaik Islam",232,"167682","91768","89167","2601","PP-107",2018,0,89097
"SAJJAD ALI","Tehreek-e-Labbaik Pakistan",4061,"167682","91768","89167","2601","PP-107",2018,0,89097
"Shafaat Ali","Independent",43,"167682","91768","89167","2601","PP-107",2018,0,89097
"Shafiq Ahmad","Pakistan Muslim League (N)",36882,"167682","91768","89167","2601","PP-107",2018,0,89097
"SHAHBAZ AHMAD","Independent",9551,"167682","91768","89167","2601","PP-107",2018,0,89097
"Shaukat Ali","Independent",52,"167682","91768","89167","2601","PP-107",2018,0,89097
"Syed Ali Abbas Urf Zawar Hussain","Independent",20,"167682","91768","89167","2601","PP-107",2018,0,89097
"UMER FAROOQ","Independent",34,"167682","91768","89167","2601","PP-107",2018,0,89097
"Adeel Nasrullah","Independent",118,"190232","112302","109348","2954","PP-108",2018,0,109348
"Affifa Sadiqi","Muttahida Majlis-e-Amal Pakistan",320,"190232","112302","109348","2954","PP-108",2018,0,109348
"Aftab Ahmad Khan","Pakistan Tehreek-e-Insaf",43474,"190232","112302","109348","2954","PP-108",2018,0,109348
"Aziz Ur Rehman","Independent",5012,"190232","112302","109348","2954","PP-108",2018,0,109348
"Muhammad Ajmal","Pakistan Muslim League (N)",46082,"190232","112302","109348","2954","PP-108",2018,0,109348
"Muhammad Maqsood","Tehreek-e-Labbaik Pakistan",5357,"190232","112302","109348","2954","PP-108",2018,0,109348
"Muhammad Saleem","Independent",134,"190232","112302","109348","2954","PP-108",2018,0,109348
"Muhammad Yaseen","Independent",79,"190232","112302","109348","2954","PP-108",2018,0,109348
"Najma Ajmal","Independent",215,"190232","112302","109348","2954","PP-108",2018,0,109348
"Rana Anam Ullah","Pakistan Sunni Tehreek",82,"190232","112302","109348","2954","PP-108",2018,0,109348
"Shabbir Hussain Khan","Independent",8475,"190232","112302","109348","2954","PP-108",2018,0,109348
"Abdul Majid","Independent",123,"193681","114079","111283","2796","PP-109",2018,0,111283
"Basharat Ali","Tehreek-e-Labbaik Pakistan",4401,"193681","114079","111283","2796","PP-109",2018,0,111283
"Choudhary Ahmed Nawaz","Independent",3771,"193681","114079","111283","2796","PP-109",2018,0,111283
"Hafiz Atta Ullah","Independent",186,"193681","114079","111283","2796","PP-109",2018,0,111283
"Ijaz Hanif","Independent",63,"193681","114079","111283","2796","PP-109",2018,0,111283
"Muhammad Azeem Tahir Randhawa","Muttahida Majlis-e-Amal Pakistan",2007,"193681","114079","111283","2796","PP-109",2018,0,111283
"Muhammad Zaman Tariq","Independent",181,"193681","114079","111283","2796","PP-109",2018,0,111283
"Nadeem Aftab Sindhu","Pakistan Tehreek-e-Insaf",46100,"193681","114079","111283","2796","PP-109",2018,0,111283
"Rana Asif Sadiq Khan","Independent",1314,"193681","114079","111283","2796","PP-109",2018,0,111283
"Syed Abu Zar Muhammad Abdullah","Pakistan Quami Yakjehti Party",52,"193681","114079","111283","2796","PP-109",2018,0,111283
"ZAFAR IQBAL","Pakistan Muslim League (N)",53085,"193681","114079","111283","2796","PP-109",2018,0,111283
"Babar Sohail","Independent",178,"163855","75864","74597","1267","PP-11",2018,0,74597
"Chaudhry Muhammad Adnan","Pakistan Tehreek-e-Insaf",43079,"163855","75864","74597","1267","PP-11",2018,0,74597
"Ghulam Muhammad Chaudry","Independent",160,"163855","75864","74597","1267","PP-11",2018,0,74597
"Haji Malik Pervaiz Akhtar Awan","Independent",157,"163855","75864","74597","1267","PP-11",2018,0,74597
"Malik Azhar Aftab","Tehreek-e-Labbaik Pakistan",3009,"163855","75864","74597","1267","PP-11",2018,0,74597
