"candidate_name","candidate_party","candidate_votes","total_registered_votes","total_polled_votes","total_valid_votes","total_rejected_votes","PA_ID","year","failed","sum_valid_votes"
"Jawad Ali","Pak Sarzameen Party",545,"345734","184603","175605","8998","NA-219",2018,0,175605
"Mir Ajijaz Ali Khan","Tabdeeli Pasand Party Pakistan",533,"345734","184603","175605","8998","NA-219",2018,0,175605
"Mir Hassan","Independent",259,"345734","184603","175605","8998","NA-219",2018,0,175605
"Mir Mehboob Ali Talpur","Independent",3133,"345734","184603","175605","8998","NA-219",2018,0,175605
"Mir Munwar Ali Talpur","Pakistan Peoples Party Parliamentarians",105823,"345734","184603","175605","8998","NA-219",2018,0,175605
"Sajjad Ahmed","Pakistan Muslim League (N)",2311,"345734","184603","175605","8998","NA-219",2018,0,175605
"Shoaib Alam Khan","Pakistan Peoples Party Parliamentarians",13477,"389688","201057","195463","5594","NA-22",2018,0,195463
"Malik Aman Khan","Awami National Party",27104,"389688","201057","195463","5594","NA-22",2018,0,195463
"Ali Muhammad","Pakistan Tehreek-e-Insaf",58577,"389688","201057","195463","5594","NA-22",2018,0,195463
"Azmat Ali","Pakistan Muslim League(Z)",588,"389688","201057","195463","5594","NA-22",2018,0,195463
"Jamshid Khan","Pakistan Muslim League (N)",36625,"389688","201057","195463","5594","NA-22",2018,0,195463
"Muhammad Qasam","Muttahida Majlis-e-Amal Pakistan",56318,"389688","201057","195463","5594","NA-22",2018,0,195463
"Ihsan Ullah","Tehreek-e-Labbaik Pakistan",2774,"389688","201057","195463","5594","NA-22",2018,0,195463
"Arbab Ghulam Rahim","Independent",183,"461867","286159","274686","11473","NA-220",2018,0,274686
"Ghulam Akber Dars","Independent",706,"461867","286159","274686","11473","NA-220",2018,0,274686
"Gul Hassan","Sindh United Party",1046,"461867","286159","274686","11473","NA-220",2018,0,274686
"Ishrat Naz","Muttahida Majlis-e-Amal Pakistan",416,"461867","286159","274686","11473","NA-220",2018,0,274686
"Makhdoom Shah Mahmood Hussain Qureshi","Pakistan Tehreek-e-Insaf",104267,"461867","286159","274686","11473","NA-220",2018,0,274686
"Nawab Muhammad Yousuf Talpur","Pakistan Peoples Party Parliamentarians",162979,"461867","286159","274686","11473","NA-220",2018,0,274686
"Neelam Walgi","Pakistan Muslim League (N)",5089,"461867","286159","274686","11473","NA-220",2018,0,274686
"Pir Noor Muhammad Shah Jeelani","Pakistan Peoples Party Parliamentarians",79098,"242458","166527","157186","9341","NA-221",2018,0,157186
"Abdul Aziz","Muttahida Majlis-e-Amal Pakistan",1174,"242458","166527","157186","9341","NA-221",2018,0,157186
"Jalaluddin","Tehreek-e-Labbaik Pakistan",1996,"242458","166527","157186","9341","NA-221",2018,0,157186
"Dilawar Khan","Independent",2547,"242458","166527","157186","9341","NA-221",2018,0,157186
"Makhdoom Shah Mahmood Hussain Qureshi","Pakistan Tehreek-e-Insaf",72127,"242458","166527","157186","9341","NA-221",2018,0,157186
"Mumtaz Ali Rahimoon","Independent",244,"242458","166527","157186","9341","NA-221",2018,0,157186
"Abdul Ghani","Allah-o-Akbar Tehreek",1023,"331872","235340","222577","12763","NA-222",2018,0,222577
"Arbab Amir Amanullah","Independent",935,"331872","235340","222577","12763","NA-222",2018,0,222577
"Arbab Anwer Jabbar","Independent",1968,"331872","235340","222577","12763","NA-222",2018,0,222577
"Arbab Ghulam Rahim","Independent",990,"331872","235340","222577","12763","NA-222",2018,0,222577
"Arbab Lutfullah","Independent",1055,"331872","235340","222577","12763","NA-222",2018,0,222577
"Arbab Togachi Fawad Razzaq","Independent",1469,"331872","235340","222577","12763","NA-222",2018,0,222577
"Arbab Zakaullah","Grand Democratic Alliance",87251,"331872","235340","222577","12763","NA-222",2018,0,222577
"Gianchand","Independent",919,"331872","235340","222577","12763","NA-222",2018,0,222577
"Hemoon","Independent",11893,"331872","235340","222577","12763","NA-222",2018,0,222577
"Kanwar Kumar","Independent",316,"331872","235340","222577","12763","NA-222",2018,0,222577
"Mahesh Kumar Malani","Pakistan Peoples Party Parliamentarians",106630,"331872","235340","222577","12763","NA-222",2018,0,222577
"Muhammad  Mean","Independent",4894,"331872","235340","222577","12763","NA-222",2018,0,222577
"Muhammad Ramzan","Tehreek-e-Labbaik Pakistan",2002,"331872","235340","222577","12763","NA-222",2018,0,222577
"Tulchhi Bai","Independent",1232,"331872","235340","222577","12763","NA-222",2018,0,222577
"Peeral Majeedano","Pakistan Peoples Party (Shaheed Bhutto)",1005,"342906","185379","179518","5861","NA-223",2018,0,179259
"Makhdoom Jameel Uz Zaman","Pakistan Peoples Party Parliamentarians",109960,"342906","185379","179518","5861","NA-223",2018,0,179259
"Ramesh Kumar","Pakistan Tehreek-e-Insaf",1845,"342906","185379","179518","5861","NA-223",2018,0,179259
"Muhammad Ali Abro","Independent",951,"342906","185379","179518","5861","NA-223",2018,0,179259
"Nargis Naz","Pakistan Muslim League (N)",665,"342906","185379","179518","5861","NA-223",2018,0,179259
"Makhdoom Shahzad Ali","Independent",1182,"342906","185379","179518","5861","NA-223",2018,0,179259
"Dost Ali","Majlis-e-Wahdat-e-Muslimeen Pakistan",3529,"342906","185379","179518","5861","NA-223",2018,0,179259
"Syed Farman Ali Shah","Independent",2000,"342906","185379","179518","5861","NA-223",2018,0,179259
"Gul Sher Sario","Independent",1401,"342906","185379","179518","5861","NA-223",2018,0,179259
"Makhdoom Zahid Ali Siddiui","Pak Sarzameen Party",254,"342906","185379","179518","5861","NA-223",2018,0,179259
"Farhat Yasmeen","Muttahida Majlis-e-Amal Pakistan",6101,"342906","185379","179518","5861","NA-223",2018,0,179259
"Makhdoom Fazal Hussain Qureshi","Grand Democratic Alliance",50366,"342906","185379","179518","5861","NA-223",2018,0,179259
"Abdul Sattar Bachani","Independent",252,"365182","197368","189523","7845","NA-224",2018,0,189523
"Altaf Hussain Shah","Independent",1804,"365182","197368","189523","7845","NA-224",2018,0,189523
"Ameer Ali Thebo","Sindh United Party",117,"365182","197368","189523","7845","NA-224",2018,0,189523
"Bhooro","Independent",885,"365182","197368","189523","7845","NA-224",2018,0,189523
"Hussain Bux","Pakistan Tehreek-e-Insaf",4441,"365182","197368","189523","7845","NA-224",2018,0,189523
"Khalid Hussain","Muttahida Qaumi Movement Pakistan",1353,"365182","197368","189523","7845","NA-224",2018,0,189523
"Mohammad Mohsin","Grand Democratic Alliance",70914,"365182","197368","189523","7845","NA-224",2018,0,189523
"Muhammad Sikandar","Pakistan Rah-e-Haq Party",653,"365182","197368","189523","7845","NA-224",2018,0,189523
"Nazir Khan","Independent",1056,"365182","197368","189523","7845","NA-224",2018,0,189523
"Pir Ghulam Nabi Shah","Independent",498,"365182","197368","189523","7845","NA-224",2018,0,189523
"Shabi ul Hassan Shah Rashdi","Independent",1587,"365182","197368","189523","7845","NA-224",2018,0,189523
"Syed Ali Nawaz Shah Rizvi","Independent",0,"365182","197368","189523","7845","NA-224",2018,0,189523
"Syed Inayat Ali Rizvi","Majlis-e-Wahdat-e-Muslimeen Pakistan",949,"365182","197368","189523","7845","NA-224",2018,0,189523
"Wali Muhammad Laghari","Muttahida Majlis-e-Amal Pakistan",7867,"365182","197368","189523","7845","NA-224",2018,0,189523
"Zulfiqar Bachani","Pakistan Peoples Party Parliamentarians",97147,"365182","197368","189523","7845","NA-224",2018,0,189523
"Syed Hussain Tariq","Pakistan Peoples Party Parliamentarians",81983,"303478","145981","140421","5560","NA-225",2018,0,140421
"Naheed Khan Barakzai","Grand Democratic Alliance",4839,"303478","145981","140421","5560","NA-225",2018,0,140421
"Ghulamullah Chang","Pasban Pakistan.",560,"303478","145981","140421","5560","NA-225",2018,0,140421
"Khawand Bux Ghulam Muhammad","Pakistan Tehreek-e-Insaf",50968,"303478","145981","140421","5560","NA-225",2018,0,140421
"Ameer Ali Thebo","Sindh United Party",415,"303478","145981","140421","5560","NA-225",2018,0,140421
"Syed Muzaffar Ali Shah","Pak Sarzameen Party",619,"303478","145981","140421","5560","NA-225",2018,0,140421
"Abdul Hameed Memon","Independent",1037,"303478","145981","140421","5560","NA-225",2018,0,140421
"Ali Muhammad Sahito","Pakistan Peoples Party Parliamentarians",28671,"374082","148083","145709","2374","NA-226",2018,0,145709
"Faisal Nadeem Shaikh","Allah-o-Akbar Tehreek",2117,"374082","148083","145709","2374","NA-226",2018,0,145709
"Ghayoor Muhammad Khan","Independent",404,"374082","148083","145709","2374","NA-226",2018,0,145709
"Jamshed Ali Shaikh","Pakistan Tehreek-e-Insaf",38672,"374082","148083","145709","2374","NA-226",2018,0,145709
"Muhammad Hanif Khan","Mohajir Qaumi Movement Pakistan",335,"374082","148083","145709","2374","NA-226",2018,0,145709
"Muhammad Tahir","Tehreek-e-Labbaik Pakistan",10222,"374082","148083","145709","2374","NA-226",2018,0,145709
"Rashid Ali Khan","Pak Sarzameen Party",8566,"374082","148083","145709","2374","NA-226",2018,0,145709
"Sabir Hussain","Muttahida Qaumi Movement Pakistan",46646,"374082","148083","145709","2374","NA-226",2018,0,145709
"Shafiq Ahmed","Independent",588,"374082","148083","145709","2374","NA-226",2018,0,145709
"Soulat Naseer Pasha","Pakistan Muslim League (N)",3650,"374082","148083","145709","2374","NA-226",2018,0,145709
"Syed Abid Ali Shah","Independent",302,"374082","148083","145709","2374","NA-226",2018,0,145709
"Tahir Majeed","Muttahida Majlis-e-Amal Pakistan",4614,"374082","148083","145709","2374","NA-226",2018,0,145709
"Ushair Khan","All Pakistan Muslim League",810,"374082","148083","145709","2374","NA-226",2018,0,145709
"Zulfiqar Ali Halepoto","Independent",112,"374082","148083","145709","2374","NA-226",2018,0,145709
"Salahuddin son of Abdul Latif","Tehreek-e-Labbaik Pakistan",12832,"372026","148399","145203","3196","NA-227",2018,0,145203
"Ghulam Mohiuddin","All Pakistan Muslim League",1047,"372026","148399","145203","3196","NA-227",2018,0,145203
"Muhammad Rashid Khan","Independent",409,"372026","148399","145203","3196","NA-227",2018,0,145203
"Abdul Hameed","Independent",413,"372026","148399","145203","3196","NA-227",2018,0,145203
"Muhammad Fareed Qureshi","Independent",1082,"372026","148399","145203","3196","NA-227",2018,0,145203
"Abdul Rasheed Arain","Pak Sarzameen Party",6181,"372026","148399","145203","3196","NA-227",2018,0,145203
"Karamat Ali Rajput","Muttahida Majlis-e-Amal Pakistan",8330,"372026","148399","145203","3196","NA-227",2018,0,145203
"Dilshad Pathan","Independent",567,"372026","148399","145203","3196","NA-227",2018,0,145203
"Q  Muhammad Hakam","Pakistan Tehreek-e-Insaf",41513,"372026","148399","145203","3196","NA-227",2018,0,145203
"Abul Khair Muhammad Zubair","Jamiat Ulama-e-Pakistan  (Noorani)",20509,"372026","148399","145203","3196","NA-227",2018,0,145203
"Salahuddin son of Shaikh Rahimuddin","Muttahida Qaumi Movement Pakistan",52053,"372026","148399","145203","3196","NA-227",2018,0,145203
"Ata ul Mustafa Jamil Rathore","Independent",267,"372026","148399","145203","3196","NA-227",2018,0,145203
"Abdul Jabbar Memon","Pakistan Tehreek-e-Insaf",15443,"274941","147114","140076","7038","NA-228",2018,0,140076
"Ghulam Murtaza","Pakistan Peoples Party (Shaheed Bhutto)",1112,"274941","147114","140076","7038","NA-228",2018,0,140076
"Kashaf ul Hussain Shah","Independent",391,"274941","147114","140076","7038","NA-228",2018,0,140076
"Lal Bux","Independent",491,"274941","147114","140076","7038","NA-228",2018,0,140076
"Mir Ali Nawaz Talpur","Grand Democratic Alliance",45159,"274941","147114","140076","7038","NA-228",2018,0,140076
"Sumayya Abdul Qadir Nizamani","Muttahida Majlis-e-Amal Pakistan",1117,"274941","147114","140076","7038","NA-228",2018,0,140076
"Syed Miran Muhammad Shah","Independent",296,"274941","147114","140076","7038","NA-228",2018,0,140076
"Syed Naveed Qamar","Pakistan Peoples Party Parliamentarians",76067,"274941","147114","140076","7038","NA-228",2018,0,140076
"Muhammad Isa","Muttahida Majlis-e-Amal Pakistan",13492,"384150","203443","195265","8178","NA-229",2018,0,195265
"Mir Raheel Talpur","Independent",1076,"384150","203443","195265","8178","NA-229",2018,0,195265
"Mir Ghulam Ali Talpur","Pakistan Peoples Party Parliamentarians",96977,"384150","203443","195265","8178","NA-229",2018,0,195265
"Muhammad Ibrahim Kamboh","Pakistan Muslim League (N)",1258,"384150","203443","195265","8178","NA-229",2018,0,195265
"Muhammad Hasam Mirza","Grand Democratic Alliance",81828,"384150","203443","195265","8178","NA-229",2018,0,195265
"Ghulam Ali","Independent",126,"384150","203443","195265","8178","NA-229",2018,0,195265
"Mir Ghulam Shah","Independent",508,"384150","203443","195265","8178","NA-229",2018,0,195265
"Aftab Ahmad Khan Sherpao","Qaumi Watan Party",33561,"417386","176069","169290","6779","NA-23",2018,0,169290
"Anwar Taj","Pakistan Tehreek-e-Insaf",59371,"417386","176069","169290","6779","NA-23",2018,0,169290
"Begum Tahira Bukhari","Pakistan Muslim League (N)",1260,"417386","176069","169290","6779","NA-23",2018,0,169290
"Gulzar Ahmad Khan","Awami National Party",18433,"417386","176069","169290","6779","NA-23",2018,0,169290
"Haji Zafar Ali Khan","Muttahida Majlis-e-Amal Pakistan",41391,"417386","176069","169290","6779","NA-23",2018,0,169290
"Manzoor Ahmad","Pakistan Peoples Party Parliamentarians",13966,"417386","176069","169290","6779","NA-23",2018,0,169290
"Sobadar Khan","Independent",1308,"417386","176069","169290","6779","NA-23",2018,0,169290
"Muhammad Hassam Mirza","Independent",1761,"371879","218319","206056","10263","NA-230",2018,0,206056
"Sajjad Ali","Independent",849,"371879","218319","206056","10263","NA-230",2018,0,206056
"Fehmida Mirza","Grand Democratic Alliance",96875,"371879","218319","206056","10263","NA-230",2018,0,206056
"Haji Rasool Bux Chandio","Pakistan Peoples Party Parliamentarians",96015,"371879","218319","206056","10263","NA-230",2018,0,206056
"Mirza Ali Mehdi Baig","Independent",1369,"371879","218319","206056","10263","NA-230",2018,0,206056
"Mirza Saqlain Abbas Baig","Independent",1609,"371879","218319","206056","10263","NA-230",2018,0,206056
"Fateh Muhammad","Muttahida Majlis-e-Amal Pakistan",7578,"371879","218319","206056","10263","NA-230",2018,0,206056
"Abdul Rehman Mallah","Independent",3447,"348864","160109","152824","7285","NA-231",2018,0,152824
"Aftab Ali Khan","Independent",2871,"348864","160109","152824","7285","NA-231",2018,0,152824
"Ayesha Gulalai Wazir","Pakistan Tehreek-e-Insaf-Gulalai",827,"348864","160109","152824","7285","NA-231",2018,0,152824
"Molvi Muhammad Saleh Alhadad","Muttahida Majlis-e-Amal Pakistan",11177,"348864","160109","152824","7285","NA-231",2018,0,152824
"Mumtaz Ali Shah","Independent",2150,"348864","160109","152824","7285","NA-231",2018,0,152824
"Shafqat Hussain Shah Sheerazi","Independent",1415,"348864","160109","152824","7285","NA-231",2018,0,152824
"Syed Ayaz Ali Shah Serazi","Pakistan Peoples Party Parliamentarians",129980,"348864","160109","152824","7285","NA-231",2018,0,152824
"Syed Naseer Ahmed Shah Sheerazi","Independent",957,"348864","160109","152824","7285","NA-231",2018,0,152824
"Syed Pir Ghulam Rehmani Shah","Independent",1834,"440329","191166","182484","8682","NA-232",2018,0,182484
"Shams un Nisa","Pakistan Peoples Party Parliamentarians",152691,"440329","191166","182484","8682","NA-232",2018,0,182484
"Habib ur Rehman","Independent",3190,"440329","191166","182484","8682","NA-232",2018,0,182484
"Arslan Bux Brohi","Pakistan Tehreek-e-Insaf",18900,"440329","191166","182484","8682","NA-232",2018,0,182484
"Ghulam Abbas Attai","Pakistan Muslim League (N)",2722,"440329","191166","182484","8682","NA-232",2018,0,182484
"Rabia","Independent",2853,"440329","191166","182484","8682","NA-232",2018,0,182484
"Mumtaz Ali Memon","Independent",294,"440329","191166","182484","8682","NA-232",2018,0,182484
"ABDUL NABI SHAH","Independent",715,"426469","240323","229406","10917","NA-233",2018,0,229406
"ABDUL REHMAN MEMON","Independent",2555,"426469","240323","229406","10917","NA-233",2018,0,229406
"Ghulam Abbas Pirzada","Independent",633,"426469","240323","229406","10917","NA-233",2018,0,229406
"KESOO MAL KHEEAL DAS","Pakistan Muslim League (N)",3627,"426469","240323","229406","10917","NA-233",2018,0,229406
"ROSHAN ALI BURIRO","Independent",184,"426469","240323","229406","10917","NA-233",2018,0,229406
"SAEED AHMED JAT","Pakistan Justice & Democratic Party",402,"426469","240323","229406","10917","NA-233",2018,0,229406
"SAYED JALAL MEHMOOD","Sindh United Party",81289,"426469","240323","229406","10917","NA-233",2018,0,229406
"SHAHMEER GOPANG","Muttahida Majlis-e-Amal Pakistan",2320,"426469","240323","229406","10917","NA-233",2018,0,229406
"SHUJA AHMED","Independent",4189,"426469","240323","229406","10917","NA-233",2018,0,229406
"SIKANDAR ALI RAHOUPOTO","Pakistan Peoples Party Parliamentarians",133492,"426469","240323","229406","10917","NA-233",2018,0,229406
"Mussarat","Independent",196,"373589","188334","181763","6571","NA-234",2018,0,181763
"Sayed Hyder Bux Shah","Independent",597,"373589","188334","181763","6571","NA-234",2018,0,181763
"Irfan Ali Leghari","Pakistan Peoples Party Parliamentarians",96038,"373589","188334","181763","6571","NA-234",2018,0,181763
"Karim Ali Jatoi","Independent",1434,"373589","188334","181763","6571","NA-234",2018,0,181763
"Liaquat Ali Jatoi","Pakistan Tehreek-e-Insaf",82730,"373589","188334","181763","6571","NA-234",2018,0,181763
"Hameeda khatoon","Muttahida Majlis-e-Amal Pakistan",768,"373589","188334","181763","6571","NA-234",2018,0,181763
"Ahmed Khan Lund","Pakistan Muslim League (N)",519,"359762","178696","169406","9290","NA-235",2018,0,168393
"Ahsan Ali Jatoi","Independent",1339,"359762","178696","169406","9290","NA-235",2018,0,168393
"Fatima","Muttahida Majlis-e-Amal Pakistan",1933,"359762","178696","169406","9290","NA-235",2018,0,168393
"Junaid Ahmed Khan","Independent",338,"359762","178696","169406","9290","NA-235",2018,0,168393
"Karim Ali Jatoi","Pakistan Tehreek-e-Insaf",63008,"359762","178696","169406","9290","NA-235",2018,0,168393
"Meer Jan Muhammad Khan Panhwar","Independent",19896,"359762","178696","169406","9290","NA-235",2018,0,168393
"Rafique Ahmed Jamali","Pakistan Peoples Party Parliamentarians",81200,"359762","178696","169406","9290","NA-235",2018,0,168393
"Saeed Ahmed Jamali","Independent",76,"359762","178696","169406","9290","NA-235",2018,0,168393
"Zubair Ahmed Jamali","Independent",84,"359762","178696","169406","9290","NA-235",2018,0,168393
"MUHAMMAD NADEEM","Grand Democratic Alliance",2436,"233028","117437","115459","1978","NA-236",2018,0,115459
"KHADIM HUSSAIN SHAIKH","Independent",183,"233028","117437","115459","1978","NA-236",2018,0,115459
"ASHFAQ AHMED","Pak Sarzameen Party",229,"233028","117437","115459","1978","NA-236",2018,0,115459
"SYED SALEEM SHAH","Awami National Party",216,"233028","117437","115459","1978","NA-236",2018,0,115459
"MASROOR ALI","Pakistan Tehreek-e-Insaf",26456,"233028","117437","115459","1978","NA-236",2018,0,115459
"SHAHID HUSSAIN","Independent",106,"233028","117437","115459","1978","NA-236",2018,0,115459
"SOOMAR","Muttahida Majlis-e-Amal Pakistan",4061,"233028","117437","115459","1978","NA-236",2018,0,115459
"MUSHTAQ AHMED ISHTIAQ DHOOL","Jannat Pakistan Party",44,"233028","117437","115459","1978","NA-236",2018,0,115459
"DEWAN CHAND CHAWLA","Muttahida Qaumi Movement Pakistan",363,"233028","117437","115459","1978","NA-236",2018,0,115459
"MUHAMMAD ISLAM","Independent",156,"233028","117437","115459","1978","NA-236",2018,0,115459
"PIR JAN MUHAMMAD","Independent",231,"233028","117437","115459","1978","NA-236",2018,0,115459
"QADIR BUX","Pakistan Muslim League (N)",9839,"233028","117437","115459","1978","NA-236",2018,0,115459
"JAM ABDUL KARIM BIJAR","Pakistan Peoples Party Parliamentarians",66623,"233028","117437","115459","1978","NA-236",2018,0,115459
"AFSHAN","Tehreek-e-Labbaik Pakistan",4516,"233028","117437","115459","1978","NA-236",2018,0,115459
"Salman Ahmed","Muttahida Qaumi Movement Pakistan",306,"283882","119870","117686","2184","NA-237",2018,0,112499
"Afaq Jamal","Pak Sarzameen Party",1461,"283882","119870","117686","2184","NA-237",2018,0,112499
"Rehman Dino Mahesar","Independent",861,"283882","119870","117686","2184","NA-237",2018,0,112499
"MUHAMMAD ISLAM","Muttahida Majlis-e-Amal Pakistan",5168,"283882","119870","117686","2184","NA-237",2018,0,112499
"Muhammad Shoaib","Pakistan Rah-e-Haq Party",1352,"283882","119870","117686","2184","NA-237",2018,0,112499
"Zain ul Abdin Ansari","Pakistan Muslim League (N)",14099,"283882","119870","117686","2184","NA-237",2018,0,112499
"Dr  Nadeem Maqbool","Muttahida Qaumi Movement Pakistan",11251,"283882","119870","117686","2184","NA-237",2018,0,112499
"Faheem Ahmed","Tehreek-e-Labbaik Pakistan",11665,"283882","119870","117686","2184","NA-237",2018,0,112499
"Muhammad Mureed","Independent",43,"283882","119870","117686","2184","NA-237",2018,0,112499
"Abdul Ghafoor","Independent",32,"283882","119870","117686","2184","NA-237",2018,0,112499
"Baber Hakeem Baloch","Independent",42,"283882","119870","117686","2184","NA-237",2018,0,112499
"Jamil Ahmed Khan","Pakistan Tehreek-e-Insaf",33280,"283882","119870","117686","2184","NA-237",2018,0,112499
"Aziz Muhammad","Awami National Party",396,"283882","119870","117686","2184","NA-237",2018,0,112499
"Manzoor Ali","Grand Democratic Alliance",502,"283882","119870","117686","2184","NA-237",2018,0,112499
"Abdul Hakeem Baloch","Pakistan Peoples Party Parliamentarians",31907,"283882","119870","117686","2184","NA-237",2018,0,112499
"Syed Zahid Abbas Naqvi","Pakistan Peoples Party (Shaheed Bhutto)",134,"283882","119870","117686","2184","NA-237",2018,0,112499
"Aitbar Khan","Independent",64,"234616","103223","100408","2815","NA-238",2018,0,100408
"Ghulam Farooq","Independent",207,"234616","103223","100408","2815","NA-238",2018,0,100408
"Gul Faraz Khan","Muttahida Qaumi Movement Pakistan",6793,"234616","103223","100408","2815","NA-238",2018,0,100408
"Hafiz Aurangzaib","Pakistan Rah-e-Haq Party",19463,"234616","103223","100408","2815","NA-238",2018,0,100408
"Ikramullah","Pakistan Muslim Alliance",223,"234616","103223","100408","2815","NA-238",2018,0,100408
"Inayatullah","Independent",76,"234616","103223","100408","2815","NA-238",2018,0,100408
"Khursheed Ali","Tehreek-e-Suba Hazara Pakistan",545,"234616","103223","100408","2815","NA-238",2018,0,100408
"MUHAMMAD ISLAM","Muttahida Majlis-e-Amal Pakistan",6673,"234616","103223","100408","2815","NA-238",2018,0,100408
"Muhammad Pervez","Independent",281,"234616","103223","100408","2815","NA-238",2018,0,100408
"Muhammad Rafi","Independent",66,"234616","103223","100408","2815","NA-238",2018,0,100408
"Muhammad Wali Shah","Grand Democratic Alliance",162,"234616","103223","100408","2815","NA-238",2018,0,100408
"Nawaz Ali Jatt","Pakistan Justice & Democratic Party",451,"234616","103223","100408","2815","NA-238",2018,0,100408
"NAZIR AHMED","Independent",241,"234616","103223","100408","2815","NA-238",2018,0,100408
"Rao Muhammad Zubair","Pak Sarzameen Party",796,"234616","103223","100408","2815","NA-238",2018,0,100408
"Shahi Syed","Awami National Party",3748,"234616","103223","100408","2815","NA-238",2018,0,100408
"Syed Imdad Hussain Shah","Independent",432,"234616","103223","100408","2815","NA-238",2018,0,100408
"Syed Rafiullah","Pakistan Peoples Party Parliamentarians",29598,"234616","103223","100408","2815","NA-238",2018,0,100408
"Syed Shah Muhammad Shah","Pakistan Muslim League (N)",14026,"234616","103223","100408","2815","NA-238",2018,0,100408
"Zain Ul Abidin","Pasban Pakistan.",68,"234616","103223","100408","2815","NA-238",2018,0,100408
"Zunaira Rehman","Pakistan Tehreek-e-Insaf",16495,"234616","103223","100408","2815","NA-238",2018,0,100408
"MUHAMMAD TARIQ","Independent",350,"528732","224218","220937","3281","NA-239",2018,0,220937
"SHAHZAD KHAN","Independent",106,"528732","224218","220937","3281","NA-239",2018,0,220937
"MUHAMMAD NAIM","Mohajir Qaumi Movement Pakistan",2008,"528732","224218","220937","3281","NA-239",2018,0,220937
"SYED IMRAN HAIDER ABDI","Pakistan Peoples Party Parliamentarians",11887,"528732","224218","220937","3281","NA-239",2018,0,220937
"SYED MASROOR ALAM","Jamiat Ulama-e-Pakistan  (Noorani)",174,"528732","224218","220937","3281","NA-239",2018,0,220937
"SOHAIL MANSOOR KHAWAJA","Muttahida Qaumi Movement Pakistan",68811,"528732","224218","220937","3281","NA-239",2018,0,220937
"MUHAMMAD HALEEM KHAN GHOURI","Muttahida Majlis-e-Amal Pakistan",12290,"528732","224218","220937","3281","NA-239",2018,0,220937
"MUHAMMAD ABDUL ALEEM QADRI","Independent",282,"528732","224218","220937","3281","NA-239",2018,0,220937
"SHAUKAT ALI","Independent",281,"528732","224218","220937","3281","NA-239",2018,0,220937
"SHAHAN UL QURAISH","Amun Taraqqi Party",63,"528732","224218","220937","3281","NA-239",2018,0,220937
"QAZI SALEEM HAIDER","Independent",334,"528732","224218","220937","3281","NA-239",2018,0,220937
"SAJID AHMED","Independent",337,"528732","224218","220937","3281","NA-239",2018,0,220937
"Syed Zaman Ali","Tehreek-e-Labbaik Pakistan",30109,"528732","224218","220937","3281","NA-239",2018,0,220937
"BILAL HUSSAIN","Independent",125,"528732","224218","220937","3281","NA-239",2018,0,220937
"RASHEED SIDDIQUI","All Pakistan Muslim League",508,"528732","224218","220937","3281","NA-239",2018,0,220937
"SYED NADEEM RAZI","Pak Sarzameen Party",4389,"528732","224218","220937","3281","NA-239",2018,0,220937
"MUHAMMAD AKRAM","Pakistan Tehreek-e-Insaf",69147,"528732","224218","220937","3281","NA-239",2018,0,220937
"MUHAMMAD EHSAN","Pakistan Muslim League (N)",19616,"528732","224218","220937","3281","NA-239",2018,0,220937
"IQBAL AHMED","Independent",120,"528732","224218","220937","3281","NA-239",2018,0,220937
"Aftab Alam","Pakistan Peoples Party Parliamentarians",10462,"463440","209905","202073","7832","NA-24",2018,0,202073
"Asfandyar Wali Khan","Awami National Party",59483,"463440","209905","202073","7832","NA-24",2018,0,202073
"Farooq Shah","Independent",1632,"463440","209905","202073","7832","NA-24",2018,0,202073
"Fazal Muhammad Khan","Pakistan Tehreek-e-Insaf",83495,"463440","209905","202073","7832","NA-24",2018,0,202073
"Maulana Muhammad Gohar Shah","Muttahida Majlis-e-Amal Pakistan",38252,"463440","209905","202073","7832","NA-24",2018,0,202073
"Mian Alamgir Shah","Pakistan Muslim League (N)",1363,"463440","209905","202073","7832","NA-24",2018,0,202073
"Muhammad Shafiq","Tehreek-e-Labbaik Pakistan",5961,"463440","209905","202073","7832","NA-24",2018,0,202073
"Zahoor Ahmad","All Pakistan Muslim League",1425,"463440","209905","202073","7832","NA-24",2018,0,202073
"MEHMOOD QURESHI","Independent",165,"475523","177759","174958","2801","NA-240",2018,0,174958
"SHAH JAHAN","Independent",346,"475523","177759","174958","2801","NA-240",2018,0,174958
"MUHAMMAD ASIF","Tehreek-e-Labbaik Pakistan",30535,"475523","177759","174958","2801","NA-240",2018,0,174958
"MUHAMMAD USMAN","Pakistan Muslim League (Sher-e-Bangal)",841,"475523","177759","174958","2801","NA-240",2018,0,174958
"NOORI MIAN","Pakistan Sunni Tehreek",989,"475523","177759","174958","2801","NA-240",2018,0,174958
"MUHAMMAD IQBAL QURESHI","Independent",515,"475523","177759","174958","2801","NA-240",2018,0,174958
"MUHAMMAD GHAZANFAR","Independent",432,"475523","177759","174958","2801","NA-240",2018,0,174958
"MUHAMMAD ZAHID","Independent",296,"475523","177759","174958","2801","NA-240",2018,0,174958
"ABDUL JAMEEL KHAN","Muttahida Majlis-e-Amal Pakistan",19321,"475523","177759","174958","2801","NA-240",2018,0,174958
"FARRUKH MANZOOR","Pakistan Tehreek-e-Insaf",29939,"475523","177759","174958","2801","NA-240",2018,0,174958
